id,lat,lon,alt,name,tz
MMAN,25.87,-100.23,439.0,"Aerop. Internacional Monterrey, N. L.",America/Mexico_City
MMAS,21.88,-102.3,1879.0,"Aguascalientes, Ags.",America/Mexico_City
MMBT,15.78,-96.27,192.0,Bahias De Huatulco,America/Mexico_City
MMCB,18.83476,-99.2613,1330.0,"Cuernavaca, Mor.",America/Mexico_City
MMCE,18.65,-91.8,1.0,Ciudad Del Carmen,America/Mexico_City
MMCL,24.76667,-107.46667,45.0,"Culiacan, Sin.",America/Mexico_City
MMCM,18.48,-88.3,9.0,"Chetumal, Q. Roo",America/Mexico_City
MMCN,27.39,-109.83,69.0,Ciudad Obregon,America/Mexico_City
MMCP,19.85,-90.55,1.0,"Campeche, Camp.",America/Mexico_City
MMCS,31.63,-106.43,1160.0,Ciudad Juarez International,America/Mexico_City
MMCU,28.7,-105.97,1356.0,Chihuahua International Airport,America/Mexico_City
MMCV,23.72,-98.97,230.0,Ciudad Victoria Airport,America/Mexico_City
MMCZ,20.53,-86.93,1.0,Cozumel Civ / Mil,America/Mexico_City
MMDO,24.13,-104.53,1880.0,Durango Airport,America/Mexico_City
MMEP,21.52,-104.9,914.0,"Tepic, Nay.",America/Mexico_City
MMGL,20.52,-103.32,1569.0,Don Miguel / Guadalaj,America/Mexico_City
MMGM,27.97,-110.93,34.0,Guaymas International Airport,America/Mexico_City
MMHO,29.09586,-111.04786,200.0,"Hermosillo, Son.",America/Mexico_City
MMIA,19.27,-103.58,714.0,Colima,America/Mexico_City
MMIO,25.5495,-100.92867,1542.0,"Saltillo, Coah.",America/Mexico_City
MMLM,25.68,-109.08,3.0,Los Mochis Airport,America/Mexico_City
MMLO,21.0,-101.48,1813.0,Del Bajio / Leon,America/Mexico_City
MMLP,24.07,-110.37,22.0,La Paz International Airport,America/Mexico_City
MMLT,26.02,-111.35,4.0,"Loreto, B. C. S.",America/Mexico_City
MMMA,25.77,-97.53,5.0,Matamoros International,America/Mexico_City
MMMD,20.93,-89.65,12.0,Merida / lic Manuel Crecencio,America/Mexico_City
MMML,32.63,-115.24,25.0,Mexicali International Airport,America/Mexico_City
MMMM,19.85,-101.03,1884.0,Morelia New,America/Mexico_City
MMMT,18.1,-94.58,29.0,Minatitlan,America/Mexico_City
MMMV,26.88,-101.42,651.0,"Monclova, Coah.",America/Mexico_City
MMMX,19.43,-99.1,2211.0,Mexico City / Licenci,America/Mexico_City
MMMY,25.78,-100.1,374.0,Monterrey / Gen Maria,America/Mexico_City
MMMZ,23.17,-106.27,11.0,Mazatlan / G. Buelna,America/Mexico_City
MMNL,27.43,-99.57,152.0,Nuevo Laredo International,America/Mexico_City
MMOX,16.97,-96.73,1508.0,Oaxaca / Xoxocotlan,America/Mexico_City
MMPB,19.05,-98.17,2184.0,"Puebla, Pue.",America/Mexico_City
MMPE,31.3,-113.55,48.0,PUERTO PENASCO,America/Mexico_City
MMPG,28.7,-100.52,222.0,"Piedras Negras, Coah.",America/Mexico_City
MMPN,19.4,-102.03,1579.0,Uruapan / Gen Rayon,America/Mexico_City
MMPR,20.68,-105.25,14.0,Puerto Vallarta / Lic,America/Mexico_City
MMPS,15.87,-97.08,59.0,Puerto Escondido,America/Mexico_City
MMQT,20.6,-100.38,1868.0,"Queretaro, Qro.",America/Mexico_City
MMRX,26.02,-98.23,35.0,Reynosa International Airport,America/Mexico_City
MMSD,23.15,-109.7,55.0,San Jose Del Cabo,America/Mexico_City
MMSP,22.25,-100.93333,1891.0,"San Luis Potosi, S. L. P.",America/Mexico_City
MMTC,25.53,-103.45,1158.0,"Torreon, Coah.",America/Mexico_City
MMTG,16.75,-93.12,571.0,"Tuxtla Gutierrez, Chis.",America/Mexico_City
MMTJ,32.55,-116.97,135.0,Tijuana International Airport,America/Mexico_City
MMTM,22.28,-97.87,20.0,Tampico / Gen Fj Mina,America/Mexico_City
MMTO,19.35,-99.57,2572.0,Toluca / Jose Maria,America/Mexico_City
MMTP,14.78,-92.38,18.0,Tapachula,America/Mexico_City
MMUN,21.03,-86.87,1.0,Cancun International Airport,America/Mexico_City
MMVA,18.0,-92.82,10.0,Villahermosa,America/Mexico_City
MMVR,19.15,-96.18,13.0,Veracruz / Las Bajadas / General Heriberto Jara,America/Mexico_City
MMZC,22.9,-102.68,2170.0,Zacatecas Airport,America/Mexico_City
MMZH,17.6,-101.47,1.0,Ixtapa-Zihuatanejo,America/Mexico_City
MMZO,19.15,-104.57,8.0,Manzanillo International,America/Mexico_City
MMPA,20.52,-97.47,61.0,Poza Rica / Palizada,America/Mexico_City
MMSL,22.95,-109.94,140.0,Cabo San Lucas International Airport,America/Mexico_City
MMPQ,17.53,-91.98,61.0,Palenque International Airport,America/Mexico_City
03770,51.5047,-0.1311,5.0,"LONDON, ST JAMES PARK",Europe/London
EGLC,51.51,0.06,33.0,London City Airport,Europe/London
EGLL,51.48,-0.45,31.0,London / Heathrow Airport,Europe/London
EGWU,51.55,-0.42,36.0,Northolt,Europe/London
07690,43.65,7.2,28.0,NICE,Europe/Paris
LFMN,43.65,7.2,4.0,Nice,Europe/Paris
EYVI,54.63333000000001,25.28333,148.0,Vilnius,Europe/Vilnius
02469,59.18,17.91,62.0,TULLINGE,Europe/Stockholm
ESSB,59.35,17.95,18.0,Stockholm / Bromma,Europe/Stockholm
LTAI,36.90028,30.80112,51.0,Antalya,Europe/Istanbul
26038,59.38,24.58,48.0,TALLINN,Europe/Tallinn
EETN,59.4,24.82,48.0,Tallinn,Europe/Tallinn
LTBA,40.97,28.82,28.0,Istanbul / Ataturk,Europe/Istanbul
EPWA,52.17,20.97,88.0,Warszawa-Okecie,Europe/Warsaw
08535,38.72,-9.15,46.0,LISBOA/GEOF,Europe/Lisbon
08579,38.77,-9.13,90.0,LISBOA/GAGO COUTINHO,Europe/Lisbon
LPPT,38.77,-9.13,90.0,Lisboa / Portela,Europe/Lisbon
LPMT,38.7,-9.04,1.0,Montijo Mil.,Europe/Lisbon
LPCS,38.72,-9.36,99.0,Cascais Airport,Europe/Lisbon
08285,39.48,-0.38,10.0,VALENCIA,Europe/Madrid
LEVC,39.5,-0.47,38.0,Valencia / Aeropuerto,Europe/Madrid
LEBT,39.58,-0.45,50.0,Valencia/Bétera,Europe/Madrid
08391,37.42,-5.9,22.0,SEVILLA/SAN PABLO,Europe/Madrid
LEZL,37.42,-5.9,22.0,Sevilla / San Pablo,Europe/Madrid
08301,39.55,2.62,1.0,PALMA DE MALLORCA,Europe/Madrid
08303,39.74,2.71,1030.0,SIERRA DE ALFABIA,Europe/Madrid
LEPA,39.55,2.73,8.0,Palma De Mallorca / Son San Juan,Europe/Madrid
EKCH,55.62,12.65,2.0,Koebenhavn / Kastrup,Europe/Copenhagen
03166,55.93,-3.35,27.0,EDINBURGH GOGARBANK,Europe/London
EGPH,55.95,-3.35,3.0,Edinburgh Airport,Europe/London
06660,47.38,8.57,611.0,ZUERICH-METEOSCHWEIZ,Europe/Zurich
06664,47.43,8.52,441.0,RECKENHOLZ,Europe/Zurich
06670,47.48,8.53,424.0,ZUERICH-KLOTEN,Europe/Zurich
06673,47.22,8.68,429.0,WAEDENSWIL,Europe/Zurich
LSZH,47.48,8.53,424.0,Zurich-Kloten,Europe/Zurich
LSMD,47.4,8.65,448.0,Dubendorf Airport,Europe/Zurich
08545,41.23,-8.68,64.0,PORTO/PEDRAS RUBRAS,Europe/Lisbon
LPPR,41.23,-8.68,64.0,Porto / Pedras Rubras,Europe/Lisbon
06240,52.3,4.77,-4.0,AMSTERDAM AP SCHIPHOL,Europe/Amsterdam
EHAM,52.3,4.77,-4.0,Amsterdam Airport Schiphol,Europe/Amsterdam
11034,48.2,16.37,171.0,WIEN/CITY,Europe/Vienna
11035,48.25,16.37,149.0,WIEN/HOHE WARTE,Europe/Vienna
11036,48.12,16.57,181.0,WIEN/SCHWECHAT-FLUGHAFEN,Europe/Vienna
11037,48.2,16.57,144.0,GROSSENZERSDORF,Europe/Vienna
11040,48.13,16.42,174.0,WIEN/UNTERLAA,Europe/Vienna
11080,48.2,16.23,231.0,WIEN/MARIABRUNN,Europe/Vienna
11090,48.2575,16.4333,161.0,WIEN-DONAUFELD,Europe/Vienna
LOWW,48.12,16.57,181.0,Wien / Schwechat-Flughafen,Europe/Vienna
EBBR,50.9,4.53,50.0,Bruxelles National,Europe/Brussels
EDDF,50.05,8.6,108.0,Frankfurt / M-Flughafen,Europe/Berlin
10381,52.47,13.3,48.0,BERLIN-DAHLEM,Europe/Berlin
EDDB,52.38,13.52,45.0,Berlin-Schoenefeld,Europe/Berlin
EDDT,52.57,13.32,37.0,Berlin-Tegel,Europe/Berlin
EIDW,53.43,-6.25,22.0,Dublin Airport,Europe/Dublin
EIME,53.3,-6.43,95.0,Casement Aerodrome,Europe/Dublin
07149,48.72,2.38,87.0,PARIS-ORLY,Europe/Paris
07150,48.97,2.43,52.0,LE BOURGET,Europe/Paris
07156,48.82,2.33,73.0,PARIS-MONTSOURIS,Europe/Paris
LFPB,48.97,2.45,59.0,Paris / Le Bourget,Europe/Paris
LFPO,48.73,2.4,64.0,Paris-Orly,Europe/Paris
LFPV,48.77,2.2,172.0,Villacoublay,Europe/Paris
LHBP,47.43,19.27,122.0,Budapest / Ferihegy,Europe/Budapest
11518,50.1,14.25,363.0,PRAHA/RUZYNE,Europe/Prague
11520,50.02,14.45,273.0,PRAHA-LIBUS,Europe/Prague
11567,50.12,14.53,273.0,PRAHA-KBELY,Europe/Prague
LKPR,50.1,14.25,363.0,Praha / Ruzyne,Europe/Prague
LKKB,50.12,14.54,286.0,Kbely Air Base,Europe/Prague
LKVO,50.22,14.4,280.0,Vodochody Airport,Europe/Prague
EPKK,50.08,19.8,249.0,Krakow,Europe/Warsaw
08220,40.45,-3.72,680.0,MADRID/C. UNIVERSITARIA,Europe/Madrid
08221,40.45,-3.55,563.0,MADRID/BARAJAS RS,Europe/Madrid
08222,40.42,-3.68,667.0,"MADRID, RETIRO",Europe/Madrid
LEMD,40.45,-3.55,563.0,Madrid / Barajas,Europe/Madrid
LEVS,40.38,-3.78,660.0,Madrid / Cuatro Vientos,Europe/Madrid
08180,41.39,2.2,25.0,"BARCELONA,CMT",Europe/Madrid
08181,41.29278,2.07,4.0,BARCELONA/AEROPUERTO,Europe/Madrid
LEBL,41.28,2.07,4.0,Barcelona / Aeropuerto,Europe/Madrid
LELL,41.52,2.1,142.0,Sabadell,Europe/Madrid
01486,59.86,10.43,140.0,ASKER,Europe/Oslo
01489,60.05,10.69,360.0,BJORNHOLT,Europe/Oslo
01490,59.98,10.67,514.0,TRYVASSHOGDA,Europe/Oslo
01492,59.94,10.72,120.0,OSLO-BLINDERN,Europe/Oslo
EDDH,53.63,10.0,15.0,Hamburg-Fuhlsbuettel,Europe/Berlin
EDHI,53.53,9.83,9.0,Hamburg-Finkenwerder,Europe/Berlin
06674,47.18,8.47,413.0,CHAM,Europe/Zurich
02974,60.33,24.96,58.0,HELSINKI-VANTAA,Europe/Helsinki
02978,60.18,24.94,23.0,"HELSINKI, KAISANIEMI",Europe/Helsinki
02985,60.18,24.79,6.0,Espoo Tapiola,Europe/Helsinki
02998,60.2,24.96,11.0,Helsinki Kumpula,Europe/Helsinki
EFHK,60.32,24.97,54.0,Helsinki-Vantaa,Europe/Helsinki
EDDK,50.87,7.17,107.0,Koeln / Bonn,Europe/Berlin
EGCC,53.35,-2.28,59.0,Manchester Airport,Europe/London
EDDS,48.68,9.22,362.0,Stuttgart-Echterdingen,Europe/Berlin
EDDL,51.3,6.77,35.0,Duesseldorf,Europe/Berlin
EDLN,51.23,6.5,38.0,Monchengladbach,Europe/Berlin
EDDV,52.47,9.68,53.0,Hannover,Europe/Berlin
03535,52.48,-1.68,88.0,COLESHILL,Europe/London
EGBB,52.45,-1.73,87.0,Birmingham / Airport,Europe/London
LTAD,39.95,32.68,797.0,Ankara / Etimesgut,Europe/Istanbul
LTAB,39.93,32.75,836.0,Ankara / Güvercinlik,Europe/Istanbul
EPPO,52.42,16.83,74.0,Poznan,Europe/Warsaw
07480,45.72,4.93,203.0,LYON-BRON,Europe/Paris
07481,45.75,5.08,230.0,LYON-ST EXUPERY,Europe/Paris
LFLL,45.73,5.08,237.0,Lyon / Satolas,Europe/Paris
LFLY,45.72,4.95,206.0,Lyon / Bron,Europe/Paris
EDDN,49.5,11.05,307.0,Nuernberg,Europe/Berlin
EPWR,51.1,16.88,111.0,Wroclaw Ii,Europe/Warsaw
EDDP,51.42,12.23,136.0,Leipzig-Schkeuditz,Europe/Berlin
EGPF,55.87,-4.43,55.0,Glasgow Airport,Europe/London
02513,57.72,11.99,34.0,GOTEBORG,Europe/Stockholm
ESGG,57.67,12.3,153.0,Goteborg / Landvetter,Europe/Stockholm
15420,44.5,26.13,68.0,BUCURESTI BANEASA,Europe/Bucharest
15421,44.48,26.18,67.0,BUCURESTI AFUMATI,Europe/Bucharest
15422,44.42,26.1,65.0,BUCARESTI FILARET,Europe/Bucharest
LRBS,44.5,26.13,68.0,Bucuresti / Imh,Europe/Bucharest
LROP,44.55,26.1,76.0,Bucuresti Otopeni,Europe/Bucharest
06344,51.95,4.45,-5.0,ROTTERDAM AP ZESTIENHOVEN,Europe/Amsterdam
EHRD,51.95,4.45,-5.0,Rotterdam Airport Zestienhoven,Europe/Amsterdam
11010,48.23,14.18,291.0,LINZ/HOERSCHING-FLUGHAFEN,Europe/Vienna
11060,48.3,14.28,266.0,LINZ/STADT,Europe/Vienna
LOWL,48.23,14.18,291.0,Linz / Hoersching-Flughafen,Europe/Vienna
03316,53.5,-3.07,9.0,CROSBY,Europe/London
EGGP,53.33,-2.85,1.0,Liverpool Airport,Europe/London
EGOW,53.58,-3.06,2.0,Woodvale,Europe/London
EDLW,51.52,7.62,117.0,Dortmund / Wickede,Europe/Berlin
LDZA,45.73,16.07,116.0,Zagreb / Pleso,Europe/Zagreb
EGNM,53.87,-1.65,153.0,Leeds And Bradford,Europe/London
EPLL,51.73,19.4,176.0,LOAZ/LUBLINEK,Europe/Warsaw
LTBJ,38.27,27.15,133.0,Izmir / Adnan Menderes,Europe/Istanbul
LTBL,38.5,27.02,20.0,Izmir / Cigli,Europe/Istanbul
LTFA,38.52,26.98,19.0,Izmir  Kaklic,Europe/Istanbul
EGGD,51.38,-2.72,180.0,Bristol / Lulsgate,Europe/London
EPGD,54.38,18.47,147.0,Gdansk-Rebiechowo,Europe/Warsaw
EDDE,50.98,10.97,295.0,Erfurt-Bindersleben,Europe/Berlin
02635,55.57,13.07,14.0,MALMO,Europe/Stockholm
EBAW,51.2,4.47,7.0,Antwerpen / Deurne,Europe/Brussels
07630,43.62,1.38,150.0,TOULOUSE BLAGNAC,Europe/Paris
LFBO,43.63,1.37,149.0,Toulouse / Blagnac,Europe/Paris
EGSY,53.39,-1.39,69.0,"Yorkshire and Humberside, Sheffield City",Europe/London
07222,47.15,-1.62,22.0,NANTES-BOUGUENAIS,Europe/Paris
LFRS,47.17,-1.6,27.0,Nantes,Europe/Paris
06330,51.98,4.1,14.0,HOEK VAN HOLLAND,Europe/Amsterdam
03354,53.0,-1.25,87.0,NOTTINGHAM/WATNALL,Europe/London
EGNX,52.83,-1.33,79.0,East Midlands,Europe/London
EVRA,56.92,23.97,12.0,Riga International Airport,Europe/Riga
08479,36.72,-4.42,20.0,"MÁLAGA,PUERTO",Europe/Madrid
08481,36.72,-4.48,60.0,"MÁLAGA,CMT",Europe/Madrid
08482,36.67,-4.48,18.0,MALAGA/AEROPUERTO,Europe/Madrid
LEMG,36.67,-4.48,18.0,Malaga / Aeropuerto,Europe/Madrid
ETOU,50.05,8.33,137.0,Wiesbaden,Europe/Berlin
07510,44.83,-0.7,46.0,BORDEAUX MERIGNAC,Europe/Paris
LFBD,44.83,-0.7,46.0,Bordeaux / Merignac,Europe/Paris
26850,53.93,27.63,219.0,MINSK,Europe/Minsk
EDDC,51.13,13.75,226.0,Dresden-Klotzsche,Europe/Berlin
EDDW,53.05,8.8,5.0,Bremen,Europe/Berlin
LZIB,48.2,17.2,120.0,Bratislava Ivanka,Europe/Bratislava
EGFF,51.4,-3.35,2.0,Cardiff-Wales Airport,Europe/London
07015,50.58,3.1,51.0,LILLE-LESQUIN,Europe/Paris
LFQQ,50.57,3.1,41.0,Lille,Europe/Paris
EDFM,49.47,8.52,95.0,"Baden Wurttemberg, Neuostheim",Europe/Berlin
11723,49.15,16.7,243.0,BRNO/TURANY,Europe/Prague
LKTB,49.15,16.7,243.0,Brno / Turany,Europe/Prague
08141,41.65,-4.77,705.0,VALLADOLID,Europe/Madrid
LEVD,41.72,-4.85,836.0,Valladolid / Villanubla,Europe/Madrid
06260,52.1,5.18,2.0,DE BILT,Europe/Amsterdam
07190,48.55,7.63,149.0,STRASBOURG-ENTZHEIM,Europe/Paris
LFST,48.55,7.63,149.0,Strasbourg,Europe/Paris
03544,52.37,-1.33,82.0,CHURCH LAWFORD,Europe/London
08159,41.62083,-0.935,254.0,ZARAGOZA-VALDESPARTERA,Europe/Madrid
08160,41.67,-1.0,208.0,ZARAGOZA/AEROPUERTO,Europe/Madrid
LEZG,41.67,-1.02,223.0,Zaragoza / Aeropuerto,Europe/Madrid
EDMA,48.43,10.93,460.0,Augsburg,Europe/Berlin
LETO,40.48,-3.45,587.0,Madrid / Torrejon,Europe/Madrid
EGHI,50.9,-1.4,9.0,Southampton / Weather Centre,Europe/London
11240,47.0,15.43,335.0,GRAZ-THALERHOF-FLUGHAFEN,Europe/Vienna
11241,47.2,15.47,1080.0,SCHOECKL,Europe/Vienna
11290,47.08,15.45,370.0,GRAZ UNIVERSITAET,Europe/Vienna
LOWG,47.0,15.43,335.0,Graz-Thalerhof-Flughafen,Europe/Vienna
02763,61.47,23.75,86.0,TAMPERE HÄRMÄLÄ,Europe/Helsinki
EFTP,61.42,23.58,124.0,Tampere / Pirkkala,Europe/Helsinki
02986,60.2913,24.5679,90.0,Espoo Nuuksio,Europe/Helsinki
07130,48.07,-1.73,36.0,RENNES-SAINT JACQUES,Europe/Paris
LFRN,48.07,-1.73,36.0,Rennes,Europe/Paris
EGTC,52.07,-0.62,77.0,Cranfield,Europe/London
EDDG,52.13,7.7,49.0,Muenster / Osnabrueck,Europe/Berlin
LJLJ,46.22,14.48,353.0,Ljubljana / Brnik,Europe/Ljubljana
06370,51.45,5.42,20.0,EINDHOVEN AP,Europe/Amsterdam
EHEH,51.45,5.42,20.0,Eindhoven,Europe/Amsterdam
06631,46.98,7.47,555.0,BERN-LIEBEFELD,Europe/Zurich
06636,46.98,7.28,549.0,MUEHLEBERG,Europe/Zurich
LSZB,46.92,7.5,577.0,Bern / Belp,Europe/Zurich
EGUB,51.62,-1.08,89.0,Benson,Europe/London
EGAA,54.65,-6.22,77.0,Belfast / Aldergrove Airport,Europe/London
EGAC,54.6,-5.88,25.0,Belfast / Harbour,Europe/London
ELLX,49.62,6.22,340.0,Luxembourg / Luxembourg,Europe/Luxembourg
06708,46.57,6.87,786.0,ORON,Europe/Zurich
06710,46.55,6.62,617.0,LAUSANNE,Europe/Zurich
06711,46.52,6.67,599.0,PULLY,Europe/Zurich
03344,53.82,-1.87,194.0,BINGLEY NO.2,Europe/London
07643,43.58,3.97,1.0,MONTPELLIER,Europe/Paris
LFMT,43.58,3.97,1.0,Montpellier,Europe/Paris
EBLG,50.65,5.45,188.0,Bierset,Europe/Brussels
03740,51.5,-1.98,85.0,LYNEHAM,Europe/London
EGVA,51.68,-1.78,76.0,Fairford Royal Air Force Base,Europe/London
08025,43.3,-2.9,36.0,BILBAO/SONDICA,Europe/Madrid
08035,43.2,-3.1,208.0,"GÜEÑES,IBERDROLA",Europe/Madrid
08059,43.38,-3.02,90.0,PUNTA GALEA GOLF,Europe/Madrid
LEBB,43.3,-2.93,8.0,Bilbao / Sondica,Europe/Madrid
ETSI,48.72,11.53,362.0,Ingolstadt,Europe/Berlin
ETSN,48.72,11.22,378.0,Neuburg / Donau,Europe/Berlin
03238,55.02,-1.87,116.0,ALBEMARLE,Europe/London
EGNT,55.03,-1.7,85.0,Newcastle,Europe/London
07157,49.02,2.53,115.0,PARIS-AEROPORT ROISSY,Europe/Paris
LFPG,49.02,2.53,115.0,Paris-Aeroport Charles De Gaulle,Europe/Paris
EPSC,53.4,14.62,1.0,Szczecin,Europe/Warsaw
07487,45.22,5.85,224.0,GRENOBLE-LVD,Europe/Paris
06257,52.5,4.6,1.0,WIJK AAN ZEE,Europe/Amsterdam
EDHK,54.38,10.17,31.0,Kiel / Holtenau Civilian,Europe/Berlin
KQDG,37.0,35.43,73.0,Adana,Europe/Istanbul
EQYK,37.0,35.43,73.0,[unknown],Europe/Istanbul
LTAF,36.98,35.3,11.0,Adana / Sakirpasa,Europe/Istanbul
LTAG,37.0,35.42,55.0,Adana / Incirlik,Europe/Istanbul
EPBY,53.1,17.98,72.0,Bydgoszcz Ignacy Jan Paderewski Airport,Europe/Warsaw
11150,47.8,13.0,423.0,SALZBURG-FLUGHAFEN,Europe/Vienna
11350,47.78,13.05,418.0,SALZBURG/FREISAAL,Europe/Vienna
LOWS,47.8,13.0,423.0,Salzburg-Flughafen,Europe/Vienna
EBCI,50.47,4.45,175.0,Charleroi / Gosselies,Europe/Brussels
EPRZ,50.1,22.05,194.0,Rzeszow-Jasionka,Europe/Warsaw
LEGR,37.18,-3.78,583.0,Granada / Aeropuerto,Europe/Madrid
LEGA,37.13,-3.64,682.0,Granada / Armilla,Europe/Madrid
EDVK,51.4,9.38,291.0,Kassel / Calden,Europe/Berlin
EDVE,52.3,10.45,77.0,Braunschweig,Europe/Berlin
60029,28.1,-15.41,55.0,"LAS PALMAS G.C.,SAN CRISTÓBAL",Atlantic/Canary
60032,28.11306,-15.42139,15.0,LAS PALMAS DE GRAN CANARIA-PLAZA DE LA FERIA,Atlantic/Canary
60030,27.93,-15.38,136.0,LAS PALMAS DE GRAN CANARIA/GANDO,Atlantic/Canary
GCLP,27.93,-15.38,136.0,Gran Canaria - Canary Islands,Atlantic/Canary
EGKB,51.32,0.03,153.0,Biggin Hill,Europe/London
08430,38.0,-1.17,31.0,MURCIA,Europe/Madrid
LERI,37.95,-1.23,44.0,Murcia / Alcantarilla,Europe/Madrid
EGNJ,53.58,-0.35,49.0,Humberside,Europe/London
EGXV,53.87,-0.43,2.0,Leconfield,Europe/London
02458,59.9,17.6,12.0,UPPSALA,Europe/Stockholm
02462,59.87,17.63,13.0,UPPSALA UNIVERSITY,Europe/Stockholm
ESCM,59.88,17.6,7.0,Uppsala,Europe/Stockholm
08359,38.37,-0.5,66.0,ALICANTE,Europe/Madrid
08360,38.28,-0.55,12.0,ALICANTE/EL ALTET,Europe/Madrid
LEAL,38.28,-0.55,12.0,Alicante / El Altet,Europe/Madrid
03330,53.13,-1.98,318.0,LEEK THORNCLIFFE,Europe/London
01311,60.29,5.23,40.0,BERGEN/FLESLAND,Europe/Oslo
01317,60.38,5.33,7.0,BERGEN/FLORIDA,Europe/Oslo
ENBR,60.28,5.23,40.0,Bergen / Flesland,Europe/Oslo
EGKA,50.83,-0.28,2.0,Shoreham Airport,Europe/London
EDDR,49.22,7.12,323.0,Saarbruecken / Ensheim,Europe/Berlin
15120,46.77,23.57,333.0,CLUJ-NAPOCA,Europe/Bucharest
LRCL,46.78,23.57,362.0,Cluj-Napoca,Europe/Bucharest
LTFJ,40.9,29.31,78.0,Istanbul / Sabiha Gokcen,Europe/Istanbul
EGSH,52.63,1.3,9.0,Norwich Weather Centre,Europe/London
07145,48.77,2.02,164.0,TRAPPES,Europe/Paris
07146,48.75,2.12,153.0,TOUSSUS LE NOBLE,Europe/Paris
LFPN,48.75056,2.11361,152.0,Toussus Le Noble,Europe/Paris
