id,lat,lon,alt,name,tz,search_name,random_group
KMKC,39.12,-94.6,225.0,"Kansas City, Kansas City Downtown Airport",America/Chicago,"Kansas City, Kansas City Downtown Airport",1
KALB,42.75,-73.8,90.0,"Albany, Albany International Airport",America/New_York,"Albany, Albany International Airport",1
KFTW,32.83,-97.36,213.0,"Fort Worth, Meacham International Airport",America/Chicago,"Fort Worth, Meacham International Airport",1
KNFW,32.77,-97.43,183.0,"Fort Worth, Naval Air Station",America/Chicago,"Fort Worth, Naval Air Station",1
KMCC,38.67,-121.4,18.0,"Sacramento, McClellan Airfield Airport",America/Los_Angeles,"Sacramento, McClellan Airfield Airport",1
KMHR,38.55,-121.3,24.0,"Sacramento, Sacramento Mather Airport",America/Los_Angeles,"Sacramento, Sacramento Mather Airport",1
KSAC,38.51,-121.49,5.0,"Sacramento, Sacramento Executive Airport",America/Los_Angeles,"Sacramento, Sacramento Executive Airport",1
KSMF,38.7,-121.59,5.0,"Sacramento, Sacramento International Airport",America/Los_Angeles,"Sacramento, Sacramento International Airport",1
KCNU,37.67,-95.48,304.0,"Chanute, Chanute Martin Johnson Airport",America/Chicago,"Chanute, Chanute Martin Johnson Airport",1
KMEM,35.06,-89.98,76.0,"Memphis, Memphis International Airport",America/Chicago,"Memphis, Memphis International Airport",1
KAWM,35.13,-90.23,64.0,"West Memphis, West Memphis Municipal Airport",America/Chicago,"West Memphis, West Memphis Municipal Airport",1
KMKE,42.96,-87.9,217.0,"Milwaukee, General Mitchell International Airport",America/Chicago,"Milwaukee, General Mitchell International Airport",1
KMWC,43.12,-88.03,228.0,Milwaukee / Timmerman,America/Chicago,Milwaukee / Timmerman,1
KAFF,38.97,-104.82,1999.0,Air Force Academy,America/Denver,Air Force Academy,1
KCOS,38.82,-104.71,1886.0,"Colorado Springs, City Of Colorado Springs Municipal Airport",America/Denver,"Colorado Springs, City Of Colorado Springs Municipal Airport",1
KFCS,38.7,-104.77,1737.0,Fort Carson,America/Denver,Fort Carson,1
KDET,42.41,-83.01,191.0,"Detroit, Detroit City Airport",America/New_York,"Detroit, Detroit City Airport",1
KDAA,38.72,-77.18,15.0,Fort Belvoir,America/New_York,Fort Belvoir,1
KSGS,44.86,-93.03,244.0,"South St. Paul, South St. Paul Municipal-Richard E. Fleming",America/Chicago,"South St. Paul, South St. Paul Municipal-Richard E. Fleming",1
K21D,45.0,-92.86,284.0,Lake Elmo Airport,America/Chicago,Lake Elmo Airport,1
KOKC,35.39,-97.6,395.0,"Oklahoma City, Will Rogers World Airport",America/Chicago,"Oklahoma City, Will Rogers World Airport",1
KPWA,35.54,-97.65,401.0,"Oklahoma City, Wiley Post Airport",America/Chicago,"Oklahoma City, Wiley Post Airport",1
KTIK,35.42,-97.38,390.0,Tinker Air Force Base,America/Chicago,Tinker Air Force Base,1
KMSN,43.14,-89.35,259.0,"Madison, Dane County Regional-Truax Field",America/Chicago,Truax,1
KC29,43.11,-89.53,283.0,Middleton Municipal Morey Field,America/Chicago,Middleton Municipal Morey Field,1
KABQ,35.04,-106.61,1615.0,"Albuquerque, Albuquerque International Airport",America/Denver,"Albuquerque, Albuquerque International Airport",1
KAEG,35.15,-106.79,1767.0,"Albuquerque, Double Eagle II Airport",America/Denver,"Albuquerque, Double Eagle II Airport",1
KCDW,40.88,-74.28,57.0,"Caldwell, Essex County Airport",America/New_York,"Caldwell, Essex County Airport",1
KLDJ,40.62,-74.24,7.0,Linden Airport,America/New_York,Linden Airport,1
KMLE,41.2,-96.11,323.0,"Omaha, Millard Airport",America/Chicago,"Omaha, Millard Airport",1
KARR,41.77,-88.48,213.0,"Aurora, Aurora Municipal Airport",America/Chicago,"Aurora, Aurora Municipal Airport",1
KDPA,41.9,-88.25,228.0,"Chicago / West Chicago, Dupage Airport",America/Chicago,"Chicago / West Chicago, Dupage Airport",1
KAOH,40.71,-84.02,287.0,"Lima, Lima Allen County Airport",America/New_York,"Lima, Lima Allen County Airport",1
KDAY,39.91,-84.22,304.0,"Dayton, Cox Dayton International Airport",America/New_York,"Dayton, Cox Dayton International Airport",1
KFFO,39.83,-84.05,246.0,Dayton / Wright-Patterson Air Force Base,America/New_York,Dayton / Wright-Patterson Air Force Base,1
KMGY,39.59,-84.22,295.0,"Dayton, Dayton-Wright Brothers Airport",America/New_York,"Dayton, Dayton-Wright Brothers Airport",1
KLGB,33.81,-118.15,25.0,"Long Beach, Long Beach Airport",America/Los_Angeles,"Long Beach, Long Beach Airport",2
KTOA,33.8,-118.33,30.0,"Torrance, Zamperini Field Airport",America/Los_Angeles,"Torrance, Zamperini Field Airport",2
KFLL,26.07,-80.15,3.0,"Fort Lauderdale, Fort Lauderdale / Hollywood International A",America/New_York,"Fort Lauderdale, Fort Lauderdale / Hollywood International A",2
KFXE,26.2,-80.18,3.0,"Fort Lauderdale, Fort Lauderdale Executive Airport",America/New_York,"Fort Lauderdale, Fort Lauderdale Executive Airport",2
KPMP,26.25,-80.11,4.0,"Pompano Beach, Pompano Beach Airpark",America/New_York,"Pompano Beach, Pompano Beach Airpark",2
KHWO,26.0,-80.24,3.0,"Hollywood, North Perry Airport",America/New_York,"Hollywood, North Perry Airport",2
KLEX,38.04,-84.61,274.0,"Lexington, Blue Grass Airport",America/New_York,"Lexington, Blue Grass Airport",2
KBHM,33.57,-86.74,208.0,"Birmingham, Birmingham International Airport",America/Chicago,"Birmingham, Birmingham International Airport",2
KASG,36.18,-94.12,408.0,Springdale Municipal,America/Chicago,Springdale Municipal,2
KFYV,36.01,-94.17,393.0,"Fayetteville, Drake Field",America/Chicago,"Fayetteville, Drake Field",2
KSDM,32.58,-116.99,123.0,"San Diego, Brown Field Municipal Airport",America/Los_Angeles,"San Diego, Brown Field Municipal Airport",2
KFFZ,33.47,-111.73,405.0,Mesa / Falcon Field,America/Phoenix,Mesa / Falcon Field,2
KSDL,33.62,-111.91,446.0,"Scottsdale, Scottsdale Airport",America/Phoenix,"Scottsdale, Scottsdale Airport",2
KILG,39.67,-75.6,15.0,"Wilmington, New Castle County Airport",America/New_York,"Wilmington, New Castle County Airport",2
KGMU,34.85,-82.35,305.0,"Greenville, Greenville Downtown Airport",America/New_York,"Greenville, Greenville Downtown Airport",2
KGSP,34.88,-82.22,274.0,"Greer, Greenville-Spartanburg Airport",America/New_York,"Greer, Greenville-Spartanburg Airport",2
KGYH,34.76,-82.38,291.0,Donaldson Center Airport,America/New_York,Donaldson Center Airport,2
KLNS,40.12,-76.29,121.0,"Lancaster, Lancaster Airport",America/New_York,"Lancaster, Lancaster Airport",2
KE16,37.08,-121.6,86.0,South County Arpt Of Santa Clara County,America/Los_Angeles,South County Arpt Of Santa Clara County,2
KBIF,31.85,-106.38,1197.0,Biggs Army Air Field / Ft. Bliss,America/Denver,Biggs Army Air Field / Ft. Bliss,2
KELP,31.81,-106.38,1205.0,"El Paso, El Paso International Airport",America/Denver,"El Paso, El Paso International Airport",2
KTRM,33.63,-116.16,-32.0,"Palm Springs, Jacqueline Cochran Regional Airport",America/Los_Angeles,"Palm Springs, Jacqueline Cochran Regional Airport",2
KCHD,33.27,-111.81,377.0,"Chandler, Chandler Municipal Airport",America/Phoenix,"Chandler, Chandler Municipal Airport",2
KIWA,33.32,-111.65,422.0,"Mesa, Williams Gateway Airport",America/Phoenix,"Mesa, Williams Gateway Airport",2
KMGE,33.92,-84.52,312.0,Marietta / Dobbins Air Force Base,America/New_York,Marietta / Dobbins Air Force Base,2
KRYY,34.01,-84.6,305.0,"Marietta, Cobb County-McCollum Field Airport",America/New_York,"Marietta, Cobb County-McCollum Field Airport",2
KSLE,44.91,-122.99,59.0,"Salem, McNary Field",America/Los_Angeles,"Salem, McNary Field",2
KVLL,42.54,-83.18,217.0,"Troy, Oakland/Troy Airport",America/New_York,"Troy, Oakland/Troy Airport",2
KGRR,42.88,-85.52,243.0,"Grand Rapids, Gerald R. Ford International Airport",America/New_York,"Grand Rapids, Gerald R. Ford International Airport",2
KLNK,40.83,-96.76,354.0,"Lincoln, Lincoln Municipal Airport",America/Chicago,"Lincoln, Lincoln Municipal Airport",2
KJAN,32.32,-90.08,87.0,"Jackson, Jackson International Airport",America/Chicago,"Jackson, Jackson International Airport",2
KHKS,32.33,-90.22,91.0,"Jackson, Hawkins Field Airport",America/Chicago,"Jackson, Hawkins Field Airport",2
KMBO,32.44,-90.1,99.0,Bruce Campbell Field,America/Chicago,Bruce Campbell Field,2
KGRF,47.12,-122.55,91.0,Fort Lewis / Gray U. S. Army Airfield,America/Los_Angeles,Fort Lewis / Gray U. S. Army Airfield,2
KTCM,47.15,-122.48,94.0,Tacoma / McChord Air Force Base,America/Los_Angeles,Tacoma / McChord Air Force Base,2
KTIW,47.27,-122.58,84.0,"Tacoma, Tacoma Narrows Airport",America/Los_Angeles,"Tacoma, Tacoma Narrows Airport",2
KLRJ,42.78,-96.19,368.0,"Le Mars, Le Mars Municipal Airport",America/Chicago,"Le Mars, Le Mars Municipal Airport",2
KADS,32.97,-96.83,198.0,Dallas / Addison Airport,America/Chicago,Dallas / Addison Airport,2
KTKI,33.18,-96.59,168.0,"Mc Kinney, Collin County Regional Airport at Mc Kinney",America/Chicago,"Mc Kinney, Collin County Regional Airport at Mc Kinney",2
KGEG,47.62,-117.53,715.0,"Spokane, Spokane International Airport",America/Los_Angeles,"Spokane, Spokane International Airport",2
KSFF,47.69,-117.32,605.0,"Spokane, Felts Field",America/Los_Angeles,"Spokane, Felts Field",2
KSKA,47.62,-117.65,742.0,Fairchild Air Force Base,America/Los_Angeles,Fairchild Air Force Base,2
KMSY,29.99,-90.25,2.0,"New Orleans, New Orleans International Airport",America/Chicago,"New Orleans, New Orleans International Airport",2
KNBG,29.83,-90.03,1.0,"New Orleans, Naval Air Station - Alvin Callender Field",America/Chicago,"New Orleans, Naval Air Station - Alvin Callender Field",2
KNEW,30.05,-90.03,1.0,"New Orleans, New Orleans Lakefront Airport",America/Chicago,"New Orleans, New Orleans Lakefront Airport",2
KNTU,36.82,-76.03,5.0,"Virginia Beach, Oceana, Naval Air Station",America/New_York,"Virginia Beach, Oceana, Naval Air Station",2
KORF,36.9,-76.19,5.0,"Norfolk, Norfolk International Airport",America/New_York,"Norfolk, Norfolk International Airport",2
KMDQ,34.86,-86.56,218.0,"Huntsville, Madison County Executive Airport",America/Chicago,"Huntsville, Madison County Executive Airport",2
KHUA,34.68,-86.68,208.0,Redstone Army Air Field,America/Chicago,Redstone Army Air Field,2
KHWD,37.66,-122.12,20.0,"Hayward, Hayward Air Terminal",America/Los_Angeles,Hayward Executive Airport,2
KPAO,37.47,-122.12,1.0,Palo Alto Airport,America/Los_Angeles,Palo Alto Airport,2
KTYS,35.82,-83.99,299.0,"Knoxville, McGhee Tyson Airport",America/New_York,"Knoxville, McGhee Tyson Airport",2
KDKX,35.97,-83.87,261.0,Knoxville Downtown,America/New_York,Knoxville Downtown,2
KDFW,32.9,-97.02,167.0,"Dallas / Fort Worth, Dallas / Fort Worth International Airpo",America/Chicago,"Dallas / Fort Worth, Dallas / Fort Worth International Airpo",2
KRVS,36.04,-95.99,199.0,"Tulsa, Jones Jr. Airport",America/Chicago,"Tulsa, Jones Jr. Airport",2
KTUL,36.2,-95.89,201.0,"Tulsa, Tulsa International Airport",America/Chicago,"Tulsa, Tulsa International Airport",2
KOWP,36.18,-96.15,272.0,William R. Pogue Municipal Airport,America/Chicago,William R. Pogue Municipal Airport,2
KIAB,37.62,-97.27,410.0,McConnell Air Force Base,America/Chicago,McConnell Air Force Base,2
KICT,37.65,-97.43,399.0,"Wichita, Wichita Mid-Continent Airport",America/Chicago,"Wichita, Wichita Mid-Continent Airport",2
KAAO,37.75,-97.22,426.0,"Wichita, Colonel James Jabara Airport",America/Chicago,"Wichita, Colonel James Jabara Airport",2
KBEC,37.69,-97.21,429.0,Beech Factory Airport,America/Chicago,Beech Factory Airport,2
KFAT,36.78,-119.72,91.0,"Fresno, Fresno Air Terminal",America/Los_Angeles,"Fresno, Fresno Air Terminal",2
KGNV,29.69,-82.28,40.0,"Gainesville, Gainesville Regional Airport",America/New_York,"Gainesville, Gainesville Regional Airport",2
KDEC,39.83,-88.87,207.0,"Decatur, Decatur Airport",America/Chicago,"Decatur, Decatur Airport",2
KBOI,43.57,-116.24,854.0,"Boise, Boise Air Terminal",America/Denver,"Boise, Boise Air Terminal",2
KMGM,32.3,-86.41,78.0,"Montgomery, Dannelly Field",America/Chicago,"Montgomery, Dannelly Field",2
KMXF,32.38,-86.37,46.0,Maxwell Air Force Base / Montgomery,America/Chicago,Maxwell Air Force Base / Montgomery,2
KCYS,41.16,-104.81,1878.0,"Cheyenne, Cheyenne Airport",America/Denver,"Cheyenne, Cheyenne Airport",2
KFEW,41.13332,-104.86719,1889.0,WARREN AFB,America/Denver,WARREN AFB,2
KDWH,30.07,-95.56,48.0,"Houston, Hooks Memorial Airport",America/Chicago,"Houston, Hooks Memorial Airport",2
KIAH,29.99,-95.36,28.0,"Houston, Houston Intercontinental Airport",America/Chicago,"Houston, Houston Intercontinental Airport",2
KSRQ,27.4,-82.56,7.0,"Sarasota / Bradenton, Sarasota-Bradenton International Airpo",America/New_York,"Sarasota / Bradenton, Sarasota-Bradenton International Airpo",2
KNYG,38.51,-77.29,3.0,"Quantico, Marine Corps Air Facility",America/New_York,"Quantico, Marine Corps Air Facility",2
KBTR,30.54,-91.15,18.0,"Baton Rouge, Baton Rouge Metropolitan, Ryan Field",America/Chicago,Ryan Field,2
KRNO,39.48,-119.77,1350.0,"Reno, Reno Tahoe International Airport",America/Los_Angeles,"Reno, Reno Tahoe International Airport",2
KRTS,39.67,-119.88,1539.0,Reno/stead,America/Los_Angeles,Reno/stead,2
KAUO,32.62,-85.43,229.0,Auburn-Opelika Airport,America/Chicago,Auburn-Opelika Airport,2
KF44,32.16,-95.83,135.0,Athens Muni,America/Chicago,Athens Municipal Airport,2
KSMQ,40.62,-74.67,30.0,"Somerville, Somerset Airport",America/New_York,"Somerville, Somerset Airport",2
KW63,36.6,-78.57,122.0,Clarksville / Marks,America/New_York,Clarksville / Marks,2
KCXE,36.79,-78.5,153.0,Chase City Municipal Airport,America/New_York,Chase City Municipal Airport,2
KGSO,36.1,-79.94,271.0,"Greensboro, Piedmont Triad International Airport",America/New_York,"Greensboro, Piedmont Triad International Airport",2
KTTN,40.28,-74.82,61.0,"Trenton, Mercer County Airport",America/New_York,"Trenton, Mercer County Airport",2
KPIA,40.67,-89.68,198.0,"Peoria, Greater Peoria Regional Airport",America/Chicago,"Peoria, Greater Peoria Regional Airport",2
KTLH,30.39,-84.35,14.0,"Tallahassee, Tallahassee Regional Airport",America/New_York,"Tallahassee, Tallahassee Regional Airport",2
KORD,41.98,-87.9,202.0,"Chicago, Chicago-O'Hare International Airport",America/Chicago,"Chicago, Chicago-O'Hare International Airport",2
KPWK,42.12,-87.9,194.0,"Chicago / Wheeling, Pal-Waukee Airport",America/Chicago,"Chicago / Wheeling, Pal-Waukee Airport",2
KTME,29.81,-95.9,51.0,Houston Executive Airport,America/Chicago,Houston Executive Airport,2
KBDL,41.94,-72.68,45.0,"Windsor Locks, Bradley International Airport",America/New_York,"Windsor Locks, Bradley International Airport",2
KHFD,41.74,-72.65,13.0,"Hartford, Hartford-Brainard Airport",America/New_York,"Hartford, Hartford-Brainard Airport",2
KMHT,42.93,-71.44,68.0,"Manchester, Manchester Airport",America/New_York,"Manchester, Manchester Airport",2
KPIE,27.91,-82.69,2.0,"St. Petersburg / Clearwater, St. Petersburg / Clearwater Int",America/New_York,"St. Petersburg / Clearwater, St. Petersburg / Clearwater Int",2
KSPG,27.77,-82.63,1.0,"St. Petersburg, Whitted Airport",America/New_York,"St. Petersburg, Whitted Airport",2
KCHS,32.9,-80.04,9.0,"Charleston, Charleston Air Force Base",America/New_York,"Charleston, Charleston Air Force Base",2
KLRO,32.9,-79.78,4.0,Mt Pleasant Regional-Faison field,America/New_York,Mt Pleasant Regional-Faison field,2
KJZI,32.7,-80.0,5.0,Charleston Executive Airport,America/New_York,Charleston Executive Airport,2
KLIT,34.73,-92.24,83.0,"Little Rock, Adams Field",America/Chicago,"Little Rock, Adams Field",2
KLRF,34.92,-92.15,108.0,Little Rock Air Force Base,America/Chicago,Little Rock Air Force Base,2
KBMG,39.14,-86.62,268.0,"Bloomington, Monroe County Airport",America/New_York,"Bloomington, Monroe County Airport",2
KAPF,26.15,-81.77,3.0,"Naples, Naples Municipal Airport",America/New_York,"Naples, Naples Municipal Airport",2
KMKY,26.0,-81.67,2.0,Marco Island Airport,America/New_York,Marco Island Airport,2
KMMK,41.51,-72.83,32.0,"Meriden, Meriden Markham Municipal Airport",America/New_York,"Meriden, Meriden Markham Municipal Airport",2
KLBB,33.67,-101.82,990.0,"Lubbock, Lubbock International Airport",America/Chicago,"Lubbock, Lubbock International Airport",2
KCON,43.2,-71.5,91.0,"Concord, Concord Municipal Airport",America/New_York,"Concord, Concord Municipal Airport",2
PAED,61.25,-149.79,57.0,"Anchorage, Elmendorf Air Force Base",America/Anchorage,"Anchorage, Elmendorf Air Force Base",2
PAFR,61.27,-149.65,121.0,"Ft. Richardson / Bryant U. S. Army Heliport, Ak",America/Anchorage,"Ft. Richardson / Bryant U. S. Army Heliport, Ak",2
PALH,61.18,-149.97,23.0,"Anchorage, Lake Hood Seaplane Base",America/Anchorage,"Anchorage, Lake Hood Seaplane Base",2
PAMR,61.22,-149.85,31.0,"Anchorage, Merrill Field Airport",America/Anchorage,"Anchorage, Merrill Field Airport",2
PANC,61.17,-150.0,38.0,"Anchorage, Ted Stevens Anchorage International Airport",America/Anchorage,"Anchorage, Ted Stevens Anchorage International Airport",2
KCXY,40.22,-76.85,92.0,"Harrisburg, Capital City Airport",America/New_York,"Harrisburg, Capital City Airport",2
KMDT,40.19,-76.76,91.0,"Harrisburg, Harrisburg International Airport",America/New_York,"Harrisburg, Harrisburg International Airport",2
KCHA,35.03,-85.2,213.0,"Chattanooga, Lovell Field",America/New_York,"Chattanooga, Lovell Field",2
KSYR,43.11,-76.1,122.0,"Syracuse, Syracuse Hancock International Airport",America/New_York,"Syracuse, Syracuse Hancock International Airport",2
KPAE,47.92,-122.28,161.0,"Everett, Snohomish County Airport",America/Los_Angeles,"Everett, Snohomish County Airport",2
KBTV,44.47,-73.15,94.0,"Burlington, Burlington International Airport",America/New_York,"Burlington, Burlington International Airport",2
KISM,28.29,-81.44,22.0,"Orlando, Kissimmee Municipal Airport",America/New_York,"Orlando, Kissimmee Municipal Airport",2
KMUI,40.43,-76.57,152.0,Muir Army Air Field / Indiantown,America/New_York,Muir Army Air Field / Indiantown,2
KFMY,26.58,-81.86,2.0,"Fort Myers, Page Field",America/New_York,"Fort Myers, Page Field",2
KRSW,26.53,-81.77,5.0,"Fort Myers, Southwest Florida International Airport",America/New_York,"Fort Myers, Southwest Florida International Airport",3
KBFL,35.43,-119.06,147.0,"Bakersfield, Meadows Field Airport",America/Los_Angeles,"Bakersfield, Meadows Field Airport",3
KSMD,41.14,-85.15,255.0,Smith Field,America/New_York,Smith Field,3
KFWA,40.98,-85.2,238.0,"Fort Wayne, Fort Wayne International Airport",America/New_York,"Fort Wayne, Fort Wayne International Airport",3
KLAN,42.78,-84.58,258.0,"Lansing, Capital City Airport",America/New_York,"Lansing, Capital City Airport",3
KAHN,33.95,-83.33,243.0,"Athens, Athens Airport",America/New_York,"Athens, Athens Airport",3
KSUA,27.18,-80.22,4.0,"Stuart, Witham Field Airport",America/New_York,"Stuart, Witham Field Airport",3
KAPA,39.56,-104.85,1770.0,"Denver, Centennial Airport",America/Denver,"Denver, Centennial Airport",3
KAGS,33.36,-81.96,38.0,"Augusta, Bush Field",America/New_York,"Augusta, Bush Field",3
KDNL,33.47,-82.04,127.0,"Augusta, Daniel Field",America/New_York,"Augusta, Daniel Field",3
KOJC,38.85,-94.74,314.0,"Olathe, Johnson County Executive Airport",America/Chicago,"Olathe, Johnson County Executive Airport",3
KLZU,33.98,-83.96,317.0,"Lawrenceville, Gwinnett County-Briscoe Field Airport",America/New_York,"Lawrenceville, Gwinnett County-Briscoe Field Airport",3
KDLH,46.84,-92.23,443.0,"Duluth, Duluth International Airport",America/Chicago,"Duluth, Duluth International Airport",3
KDYT,46.72,-92.04,183.0,"Duluth, Sky Harbor Airport",America/Chicago,"Duluth, Sky Harbor Airport",3
KSUW,46.69,-92.09,204.0,"Superior, Richard I. Bong Airport",America/Chicago,"Superior, Richard I. Bong Airport",3
KLVN,44.63,-93.23,293.0,"Minneapolis, Airlake Airport",America/Chicago,"Minneapolis, Airlake Airport",3
KGAI,39.17,-77.17,164.0,Montgomery County Airpark,America/New_York,Montgomery County Airpark,3
KPBI,26.68,-80.1,6.0,"West Palm Beach, Palm Beach International Airport",America/New_York,"West Palm Beach, Palm Beach International Airport",3
KLNA,26.59,-80.09,4.0,Palm Beach County Park Airport,America/New_York,Palm Beach County Park Airport,3
KEZF,38.27,-77.45,15.0,"Fredericksburg, Shannon Airport",America/New_York,"Fredericksburg, Shannon Airport",3
KRMN,38.4,-77.46,44.0,"Stafford, Stafford Regional Airport",America/New_York,"Stafford, Stafford Regional Airport",3
KCPK,36.67,-76.32,5.0,"Chesapeake, Chesapeake Municipal Airport",America/New_York,"Chesapeake, Chesapeake Municipal Airport",3
KNGU,36.93,-76.3,3.0,"Norfolk, Naval Air Station",America/New_York,"Norfolk, Naval Air Station",3
KPVG,36.78,-76.45,7.0,Hampton Roads Executive Airport,America/New_York,Hampton Roads Executive Airport,3
KCOF,28.23,-80.6,3.0,Cocoa / Patrick Air Force Base,America/New_York,Cocoa / Patrick Air Force Base,3
KMLB,28.1,-80.65,7.0,"Melbourne, Melbourne International Airport",America/New_York,"Melbourne, Melbourne International Airport",3
KCLW,27.98,-82.76,22.0,Clearwater Air Park,America/New_York,Clearwater Air Park,3
KMEI,32.34,-88.75,89.0,"Meridian, Key Field",America/Chicago,"Meridian, Key Field",3
KDNV,40.2,-87.6,204.0,"Danville, Vermilion County Airport",America/Chicago,"Danville, Vermilion County Airport",3
KLHQ,39.76,-82.66,269.0,"Lancaster, Fairfield County Airport",America/New_York,"Lancaster, Fairfield County Airport",3
KCAK,40.92,-81.44,365.0,"Akron, Akron-Canton Regional Airport",America/New_York,"Akron, Akron-Canton Regional Airport",3
KAKR,41.04,-81.46,320.0,"Akron, Akron Fulton International Airport",America/New_York,"Akron, Akron Fulton International Airport",3
KROG,36.37,-94.1,407.0,"Rogers, Rogers Municipal Airport-Carter Field",America/Chicago,"Rogers, Rogers Municipal Airport-Carter Field",3
KVBT,36.35,-94.22,394.0,"Bentonville, Bentonville Municipal Airport/Louise M Thaden F",America/Chicago,"Bentonville, Bentonville Municipal Airport/Louise M Thaden F",3
KXNA,36.28,-94.31,388.0,"Fayetteville/Springdale, Northwest Arkansas Regional Airport",America/Chicago,"Fayetteville/Springdale, Northwest Arkansas Regional Airport",3
KBOW,27.95,-81.78,38.0,Bartow Municipal,America/New_York,Bartow Municipal,3
KGIF,28.06,-81.76,39.0,"Winter Haven, Winter Haven's Gilbert Airport",America/New_York,KGIF,3
KLAL,27.98,-82.02,39.0,Lakeland Regional,America/New_York,Lakeland Linder Regional Airport,3
KARB,42.22,-83.74,243.0,"Ann Arbor, Ann Arbor Municipal Airport",America/New_York,"Ann Arbor, Ann Arbor Municipal Airport",3
KYIP,42.24,-83.53,217.0,"Detroit, Willow Run Airport",America/New_York,"Detroit, Willow Run Airport",3
KBED,42.47,-71.29,42.0,"Bedford, Hanscom Field",America/New_York,"Bedford, Hanscom Field",3
KSCK,37.89,-121.22,8.0,"Stockton, Stockton Metropolitan Airport",America/Los_Angeles,"Stockton, Stockton Metropolitan Airport",3
KGRB,44.48,-88.14,209.0,"Green Bay, Austin Straubel International Airport",America/Chicago,"Green Bay, Austin Straubel International Airport",3
KROA,37.32,-79.97,335.0,"Roanoke, Roanoke Regional Airport",America/New_York,"Roanoke, Roanoke Regional Airport",3
KLVK,37.69,-121.81,122.0,"Livermore, Livermore Municipal Airport",America/Los_Angeles,"Livermore, Livermore Municipal Airport",3
KLHM,38.91,-121.35,37.0,Lincoln Regional Karl Harder Field,America/Los_Angeles,Lincoln Regional Karl Harder Field,3
KPTK,42.66,-83.41,296.0,"Pontiac, Oakland County International Airport",America/New_York,"Pontiac, Oakland County International Airport",3
ZSQD,36.07,120.33,60.0,Qingdao,Asia/Shanghai,Qingdao,3
c101120202,36.13,120.52,54.0,崂山,Asia/Shanghai,崂山,3
c101120201,36.07,120.33,76.0,青岛,Asia/Shanghai,青岛,3
ZUGY,26.58,106.72,1078.0,Guiyang,Asia/Shanghai,Guiyang,3
c101260101,26.58,106.73,1223.8,贵阳,Asia/Shanghai,贵阳,3
c101260102,26.67,106.65,1323.0,白云,Asia/Shanghai,白云,3
c101260103,26.42,106.67,1149.0,花溪,Asia/Shanghai,花溪,3
c101260104,26.63,106.77,1104.0,乌当,Asia/Shanghai,乌当,3
ZSNJ,31.93333,118.9,1.0,Nanjing,Asia/Shanghai,Nanjing,3
c101190101,31.93,118.9,35.2,南京,Asia/Shanghai,南京,3
c101190401,31.42,120.57,8.0,苏州,Asia/Shanghai,苏州,3
c101190407,31.13,120.62,4.7,吴江,Asia/Shanghai,吴江,3
ZBAA,39.93,116.28,66.0,Beijing,Asia/Shanghai,Beijing,3
c101010200,39.98,116.28,45.8,海淀,Asia/Shanghai,海淀,3
c101010300,39.95,116.5,35.3,朝阳,Asia/Shanghai,朝阳,3
c101011400,39.88,116.15,85.5,门头沟,Asia/Shanghai,门头沟,3
c101011000,39.95,116.2,63.0,石景山,Asia/Shanghai,石景山,3
c101010900,39.87,116.25,55.2,丰台,Asia/Shanghai,丰台,3
c101011200,39.77,116.2,48.9,房山,Asia/Shanghai,房山,3
c101010100,39.8,116.47,31.3,北京,Asia/Shanghai,北京,3
ZGGG,23.39244,113.29879,21.0,Guangzhou,Asia/Shanghai,Guangzhou,3
c101280105,23.42,113.23,38.9,花都,Asia/Shanghai,花都,3
c101280601,22.53,114.0,63.0,深圳,Asia/Shanghai,深圳,3
ZGKL,25.33,110.3,147.0,Guilin,Asia/Shanghai,Guilin,3
c101300505,25.23,110.15,222.5,临桂,Asia/Shanghai,临桂,3
c101300502,25.42,110.32,167.9,灵川,Asia/Shanghai,灵川,3
c101300501,25.32,110.3,164.4,桂林,Asia/Shanghai,桂林,3
c101280701,22.28,113.57,51.4,珠海,Asia/Shanghai,珠海,3
ZSSS,31.19787,121.33632,5.0,Shanghai / Hongqiao,Asia/Shanghai,Shanghai / Hongqiao,3
c101020200,31.1,121.37,5.5,闵行,Asia/Shanghai,闵行,3
